"SITE","DATE","STOP.#","X","Y","EWPW.(#)","OBSERVER","NOTES","start_hour","end_hour","start_year"
"Mast Road, Plymouth (Myles Standish)","06/09/2022","4",-70.6236,41.8565,1,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-2. Moon waxing 52%., cloud 10%, Precip. 0, Wind SW 1mph, Temp. 57-63 degrees. Pt 6 = Great horned owl. Amphibians heard =  Fowlers toad, bullfrog, treefrogs, and spring peepers.","2:08","4:09",2022
"Mast Road, Plymouth (Myles Standish)","06/09/2022","10",-70.6022,41.9282,2,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-2. Moon waxing 52%., cloud 10%, Precip. 0, Wind SW 1mph, Temp. 57-63 degrees. Pt 6 = Great horned owl. Amphibians heard =  Fowlers toad, bullfrog, treefrogs, and spring peepers.","2:08","4:09",2022
"Mast Road, Plymouth (Myles Standish)","06/09/2022","6",-70.6321,41.8898,2,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-2. Moon waxing 52%., cloud 10%, Precip. 0, Wind SW 1mph, Temp. 57-63 degrees. Pt 6 = Great horned owl. Amphibians heard =  Fowlers toad, bullfrog, treefrogs, and spring peepers.","2:08","4:09",2022
"Mast Road, Plymouth (Myles Standish)","06/09/2022","7",-70.6288,41.9092,1,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-2. Moon waxing 52%., cloud 10%, Precip. 0, Wind SW 1mph, Temp. 57-63 degrees. Pt 6 = Great horned owl. Amphibians heard =  Fowlers toad, bullfrog, treefrogs, and spring peepers.","2:08","4:09",2022
"Mast Road, Plymouth (Myles Standish)","06/09/2022","8",-70.619,41.919,2,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-2. Moon waxing 52%., cloud 10%, Precip. 0, Wind SW 1mph, Temp. 57-63 degrees. Pt 6 = Great horned owl. Amphibians heard =  Fowlers toad, bullfrog, treefrogs, and spring peepers.","2:08","4:09",2022
"Mast Road, Plymouth (Myles Standish)","06/09/2022","9",-70.6151,41.9321,2,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-2. Moon waxing 52%., cloud 10%, Precip. 0, Wind SW 1mph, Temp. 57-63 degrees. Pt 6 = Great horned owl. Amphibians heard =  Fowlers toad, bullfrog, treefrogs, and spring peepers.","2:08","4:09",2022
"Mast Road, Plymouth (Myles Standish)","06/09/2022","5",-70.6285,41.8701,4,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-2. Moon waxing 52%., cloud 10%, Precip. 0, Wind SW 1mph, Temp. 57-63 degrees. Pt 6 = Great horned owl. Amphibians heard =  Fowlers toad, bullfrog, treefrogs, and spring peepers.","2:08","4:09",2022
"Montague Plains","05/17/2022","10",-72.5123584426,42.5441479786,0,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","2",-72.5047560797,42.5903883659,0,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","3",-72.5226672903,42.581655786,2,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","1",-72.5270300088,42.5961950255,1,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","5",-72.5229083347,42.5567852049,4,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","6",-72.5358550457,42.5681987796,0,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","7",-72.5550256879,42.5737419987,0,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","4",-72.5137111971,42.5699199409,1,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","9",-72.534557325,42.5441040986,0,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Montague Plains","05/17/2022","8",-72.5503148438,42.5601365074,0,"Dave Fuller","2040- 2300: Wind = slight to moderate. Sky = clear to m cloudy. Noise = none to slight. Cars = 0-4. ","20:40","23:00",2022
"Mt. Tekoa","06/14/2022","10",-72.7998454806,42.1882493614,0,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","2",-72.7992774674,42.2067050709,1,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","3",-72.7878486986,42.1602278592,0,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","1",-72.8161936986,42.2125753847,0,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","5",-72.8337781487,42.1763972377,2,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","6",-72.8486022656,42.1855235143,2,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","7",-72.8483079513,42.2118681928,0,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","4",-72.8227830375,42.163379039,2,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","9",-72.8148866852,42.1977166736,0,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Mt. Tekoa","06/14/2022","8",-72.8384181037,42.1990095449,0,"Walter Tynan","2132- 2348: Wind = slight to moderate. Sky = clear. Noise = none to excessive. Cars = 0-14. Pt 4 & 5 = Grey treefrogs and spring peepers. Pt 4 = raccons fighting. Pts 7 & 8 = Great horned owl heard.","21:32","23:48",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","1",-70.0002,41.3067,1,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","10",-69.9816,41.2621,0,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","3",-69.9747,41.2849,1,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","4",-69.9947,41.2766,0,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","5",-70.0133,41.2845,0,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","6",-70.0394,41.2858,0,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","7",-70.0472,41.2714,0,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","8",-70.0288,41.274,0,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","9",-70.011,41.2665,0,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket Middle Moors (EAST Nantucket)","05/18/2022","2",-69.9948,41.2924,2,"Libby Buck","2350 - 0130: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 1 = American woodcock heard. Pt 2 = Virginia rail heard. Pt 5 = 2 American woodcock. Pt 6 = Barn owl heard. Pt 8 = 4 American woodcock.","23:50","1:30",2022
"Nantucket SE (SOUTH Pastures)","05/18/2022","1",-70.005608,41.242599,0,"Danielle O'Dell","2345 - 0045: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 4 = Not surveyed in 2021 or 2022.","23:45","0:45",2022
"Nantucket SE (SOUTH Pastures)","05/18/2022","3",-70.036891,41.255938,0,"Danielle O'Dell","2345 - 0045: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 4 = Not surveyed in 2021 or 2022.","23:45","0:45",2022
"Nantucket SE (SOUTH Pastures)","05/18/2022","4",-70.046679,41.249651,NA,"Danielle O'Dell","2345 - 0045: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 4 = Not surveyed in 2021 or 2022.","23:45","0:45",2022
"Nantucket SE (SOUTH Pastures)","05/18/2022","5",-70.069795,41.246769,0,"Danielle O'Dell","2345 - 0045: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 4 = Not surveyed in 2021 or 2022.","23:45","0:45",2022
"Nantucket SE (SOUTH Pastures)","05/18/2022","2",-70.025504,41.242268,0,"Danielle O'Dell","2345 - 0045: Wind = slight. Sky = m clear. Noise = slight. Cars = 0. Pt 4 = Not surveyed in 2021 or 2022.","23:45","0:45",2022
"Nantucket SW (WEST Nantucket)","05/18/2022","2",-70.1566033614,41.2690876945,0,"Neil Foley","2330 - 0106: Wind = slight. Sky = m cloudy to cloudy. Noise = slight. Cars = 0 - 3. Pts 2, 3, 4, 5, 6 = American woodcock heard. Pt 1 = Virginia rail heard. Pt 1, 4, 6 = Barn owl heard. ","23:30","1:06",2022
"Nantucket SW (WEST Nantucket)","05/18/2022","3",-70.1761673959,41.2660953284,0,"Neil Foley","2330 - 0106: Wind = slight. Sky = m cloudy to cloudy. Noise = slight. Cars = 0 - 3. Pts 2, 3, 4, 5, 6 = American woodcock heard. Pt 1 = Virginia rail heard. Pt 1, 4, 6 = Barn owl heard. ","23:30","1:06",2022
"Nantucket SW (WEST Nantucket)","05/18/2022","4",-70.1540149624,41.2903634122,0,"Neil Foley","2330 - 0106: Wind = slight. Sky = m cloudy to cloudy. Noise = slight. Cars = 0 - 3. Pts 2, 3, 4, 5, 6 = American woodcock heard. Pt 1 = Virginia rail heard. Pt 1, 4, 6 = Barn owl heard. ","23:30","1:06",2022
"Nantucket SW (WEST Nantucket)","05/18/2022","5",-70.1788395545,41.2912091783,0,"Neil Foley","2330 - 0106: Wind = slight. Sky = m cloudy to cloudy. Noise = slight. Cars = 0 - 3. Pts 2, 3, 4, 5, 6 = American woodcock heard. Pt 1 = Virginia rail heard. Pt 1, 4, 6 = Barn owl heard. ","23:30","1:06",2022
"Nantucket SW (WEST Nantucket)","05/18/2022","6",-70.1265356175,41.2895157927,0,"Neil Foley","2330 - 0106: Wind = slight. Sky = m cloudy to cloudy. Noise = slight. Cars = 0 - 3. Pts 2, 3, 4, 5, 6 = American woodcock heard. Pt 1 = Virginia rail heard. Pt 1, 4, 6 = Barn owl heard. ","23:30","1:06",2022
"Nantucket SW (WEST Nantucket)","05/18/2022","1",-70.1368057695,41.2826200533,0,"Neil Foley","2330 - 0106: Wind = slight. Sky = m cloudy to cloudy. Noise = slight. Cars = 0 - 3. Pts 2, 3, 4, 5, 6 = American woodcock heard. Pt 1 = Virginia rail heard. Pt 1, 4, 6 = Barn owl heard. ","23:30","1:06",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","1",-70.558889,41.8275,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","9",-70.605833,41.928889,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","7",-70.605556,41.903333,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","2",-70.548333,41.843333,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","4",-70.573333,41.875278,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","5",-70.588056,41.880833,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","10",-70.586111,41.935278,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","3",-70.5525,41.853333,1,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","6",-70.598056,41.89,0,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","05/15/2022","8",-70.605275,41.914719,1,"Frank Morency & Jane Plumly","2015 - 2241: CHANGES TO ROUTE --> Wind = none to strong. Sky = clear to cloudy. Noise = slight to excessive. Cars = 0-5. ","20:15","22:41",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","1",-70.558889,41.8275,0,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","3",-70.5525,41.853333,3,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","5",-70.588056,41.880833,0,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","6",-70.598056,41.89,0,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","7",-70.605556,41.903333,2,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","10",-70.586111,41.935278,0,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","8",-70.605275,41.914719,0,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","2",-70.548333,41.843333,0,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","9",-70.605833,41.928889,1,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Old Sandwich Road, Plymouth (Pine Hills)","06/13/2022","4",-70.573333,41.875278,1,"Stew Sanders & Frank Morency ","2113- 2340: Wind = none to slight. Sky = clear to m clear. Noise = none to excessive. Cars = 0-15. Pts 5 & 6 = noise from tree frogs. Pt 10 = quiet between cars andf trucks.","21:13","23:40",2022
"Parker River NWR",NA,"1",-70.8093,42.7902,NA,"Kiah Walker, Luke Stuntz",NA,NA,NA,2022
"Parker River NWR",NA,"3",-70.8044,42.7608,NA,"Kiah Walker, Luke Stuntz",NA,NA,NA,2022
"Parker River NWR",NA,"4",-70.67977,42.7469,NA,"Kiah Walker, Luke Stuntz",NA,NA,NA,2022
"Parker River NWR",NA,"5",-70.7901,42.7336,NA,"Kiah Walker, Luke Stuntz",NA,NA,NA,2022
"Parker River NWR",NA,"6",-70.7818,42.7201,NA,"Kiah Walker, Luke Stuntz",NA,NA,NA,2022
"Parker River NWR",NA,"7",-70.7729,42.707,NA,"Kiah Walker, Luke Stuntz",NA,NA,NA,2022
"Parker River NWR",NA,"2",-70.8068,42.775,NA,"Kiah Walker, Luke Stuntz",NA,NA,NA,2022
"Prescott Peninsula","06/13/2022","1",-72.3367,42.3279,1,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","10",-72.3437,42.4538,0,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","2",-72.3399,42.3419,0,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","4",-72.3396,42.3708,1,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","5",-72.3446,42.3847,1,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","6",-72.3473,42.3988,1,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","3",-72.3433,42.3562,1,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","8",-72.3465,42.4254,0,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","9",-72.3474,42.4393,0,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Prescott Peninsula","06/13/2022","7",-72.3401,42.4119,0,"Larry Therrien","2042-2220: Wind = slight to moderate. Sky = clear. Noise = none to medium. Cars = none. Between Pts 2 & 3: 1 bird heard calling. Pt 5: Some recent clearing observed. Pt 7: Some nearby clearing of trees.","20:42","22:20",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","1",-72.3326,42.2992,2,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","1",-72.3326,42.2992,2,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","10",-72.3451,42.2215,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","10",-72.3451,42.2215,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","3",-72.3087,42.2861,2,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","3",-72.3087,42.2861,2,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
